"","PassengerId","Pclass","Age","SibSp","Parch","Ticket","Fare","Embarked","Family_Size","Title","Title_Mr","Deck","Side","Fare_Per_Person","Gender","AgeClass","AgeGenderClass","Protocole","Survived"
"1",892,3,34.5,0,0,330911,7.8292,1,0,5,3,-1,0,7.8292,2,103.5,207,0,0
"2",893,3,47,1,0,363272,7,2,2,4,4,-1,0,2.33333333333333,1,141,141,0,0
"3",894,2,62,0,0,240276,9.6875,1,0,5,3,-1,0,9.6875,2,124,248,0,0
"4",895,3,27,0,0,315154,8.6625,2,0,5,3,-1,0,8.6625,2,81,162,0,0
"5",896,3,22,1,1,3101298,12.2875,2,2,4,4,-1,0,4.09583333333333,1,66,66,0,0
"6",897,3,14,0,0,7538,9.225,2,0,5,3,-1,0,9.225,2,42,84,0,0
"7",898,3,30,0,0,330972,7.6292,1,0,2,2,-1,0,7.6292,1,90,90,0,1
"8",899,2,26,1,1,248738,29,2,2,5,3,-1,0,9.66666666666667,2,52,104,0,0
"9",900,3,18,0,0,2657,7.2292,0,0,4,4,-1,0,7.2292,1,54,54,0,1
"10",901,3,21,2,0,48871,24.15,2,4,5,3,-1,0,4.83,2,63,126,0,0
"11",902,3,28.3189102564103,0,0,349220,7.8958,2,0,5,3,-1,0,7.8958,2,84.9567307692308,169.913461538462,0,0
"12",903,1,46,0,0,694,26,2,0,5,3,-1,0,26,2,46,92,0,0
"13",904,1,23,1,0,21228,82.2667,2,4,4,4,2,-1,16.45334,1,23,23,1,1
"14",905,2,63,1,0,24065,26,2,4,5,3,-1,0,5.2,2,126,252,0,0
"15",906,1,47,1,0,5734,61.175,2,2,4,4,5,-1,20.3916666666667,1,47,47,1,1
"16",907,2,24,1,0,2167,27.7208,0,2,4,4,-1,0,9.24026666666667,1,48,48,1,1
"17",908,2,35,0,0,233734,12.35,1,0,5,3,-1,0,12.35,2,70,140,0,0
"18",909,3,21,0,0,2692,7.225,0,0,5,3,-1,0,7.225,2,63,126,0,0
"19",910,3,27,1,0,3101270,7.925,2,2,2,2,-1,0,2.64166666666667,1,81,81,0,0
"20",911,3,45,0,0,2696,7.225,0,0,4,4,-1,0,7.225,1,135,135,0,0
"21",912,1,55,1,0,17603,59.4,0,2,5,3,-1,0,19.8,2,55,110,0,0
"22",913,3,9,0,1,17368,3.1708,2,2,1,1,-1,0,1.05693333333333,2,27,54,0,0
"23",914,1,42.7894736842105,0,0,17598,31.6833,2,0,4,4,-1,0,31.6833,1,42.7894736842105,42.7894736842105,1,1
"24",915,1,21,0,1,17597,61.3792,0,2,5,3,-1,0,20.4597333333333,2,21,42,0,1
"25",916,1,48,1,3,17608,262.375,0,6,4,4,2,1,37.4821428571429,1,48,48,1,1
"26",917,3,50,1,0,3337,14.5,2,2,5,3,-1,0,4.83333333333333,2,150,300,0,0
"27",918,1,22,0,1,113509,61.9792,0,2,2,2,2,1,20.6597333333333,1,22,22,1,1
"28",919,3,22.5,0,0,2698,7.225,0,0,5,3,-1,0,7.225,2,67.5,135,0,0
"29",920,1,41,0,0,113054,30.5,2,0,5,3,1,-1,30.5,2,41,82,0,0
"30",921,3,28.3189102564103,2,0,2662,21.6792,0,4,5,3,-1,0,4.33584,2,84.9567307692308,169.913461538462,0,0
"31",922,2,50,1,0,3085,26,2,2,5,3,-1,0,8.66666666666667,2,100,200,0,0
"32",923,2,24,2,0,31029,31.5,2,4,5,3,-1,0,6.3,2,48,96,0,0
"33",924,3,33,1,2,2315,20.575,2,4,4,4,-1,0,4.115,1,99,99,0,0
"34",925,3,32.3265306122449,1,2,6607,23.45,2,4,4,4,-1,0,4.69,1,96.9795918367347,96.9795918367347,0,0
"35",926,1,30,1,0,13236,57.75,0,2,5,3,3,1,19.25,2,30,60,0,0
"36",927,3,18.5,0,0,2682,7.2292,0,0,5,3,-1,0,7.2292,2,55.5,111,0,0
"37",928,3,17.3608737864078,0,0,342712,8.05,2,0,2,2,-1,0,8.05,1,52.0826213592233,52.0826213592233,0,1
"38",929,3,21,0,0,315087,8.6625,2,0,2,2,-1,0,8.6625,1,63,63,0,1
"39",930,3,25,0,0,345768,9.5,2,0,5,3,-1,0,9.5,2,75,150,0,0
"40",931,3,28.3189102564103,0,0,1601,56.4958,2,0,5,3,-1,0,56.4958,2,84.9567307692308,169.913461538462,0,0
"41",932,3,39,0,1,349256,13.4167,0,2,5,3,-1,0,4.47223333333333,2,117,234,0,0
"42",933,1,42.1013986013986,0,0,113778,26.55,2,0,5,3,4,1,26.55,2,42.1013986013986,84.2027972027972,0,0
"43",934,3,41,0,0,3101263,7.85,2,0,5,3,-1,0,7.85,2,123,246,0,0
"44",935,2,30,0,0,237249,13,2,0,4,4,-1,0,13,1,60,60,1,1
"45",936,1,45,1,0,11753,52.5542,2,2,4,4,4,-1,17.5180666666667,1,45,45,1,1
"46",937,3,25,0,0,3101291,7.925,2,0,5,3,-1,0,7.925,2,75,150,0,0
"47",938,1,45,0,0,17594,29.7,0,0,5,3,1,-1,29.7,2,45,90,0,0
"48",939,3,28.3189102564103,0,0,370374,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"49",940,1,60,0,0,11813,76.2917,0,0,4,4,4,-1,76.2917,1,60,60,1,1
"50",941,3,36,0,2,37671,15.9,2,2,4,4,-1,0,5.3,1,108,108,0,0
"51",942,1,24,1,0,13695,60,2,4,5,3,3,-1,12,2,24,48,0,0
"52",943,2,27,0,0,2168,15.0333,0,0,5,3,-1,0,15.0333,2,54,108,0,0
"53",944,2,20,2,1,29105,23,2,2,2,2,-1,0,7.66666666666667,1,40,40,1,1
"54",945,1,28,3,2,19950,263,2,4,2,2,3,-1,52.6,1,28,28,1,1
"55",946,2,32.8379310344828,0,0,2861,15.5792,0,0,5,3,-1,0,15.5792,2,65.6758620689655,131.351724137931,0,0
"56",947,3,10,4,1,382652,29.125,1,2,1,1,-1,0,9.70833333333333,2,30,60,0,0
"57",948,3,35,0,0,349230,7.8958,2,0,5,3,-1,0,7.8958,2,105,210,0,0
"58",949,3,25,0,0,348122,7.65,2,0,5,3,6,-1,7.65,2,75,150,0,0
"59",950,3,28.3189102564103,1,0,386525,16.1,2,2,5,3,-1,0,5.36666666666667,2,84.9567307692308,169.913461538462,0,0
"60",951,1,36,0,0,17608,262.375,0,0,2,2,2,-1,262.375,1,36,36,1,1
"61",952,3,17,0,0,349232,7.8958,2,0,5,3,-1,0,7.8958,2,51,102,0,0
"62",953,2,32,0,0,237216,13.5,2,0,5,3,-1,0,13.5,2,64,128,0,0
"63",954,3,18,0,0,347090,7.75,2,0,5,3,-1,0,7.75,2,54,108,0,0
"64",955,3,22,0,0,334914,7.725,1,0,2,2,-1,0,7.725,1,66,66,0,1
"65",956,1,13,2,2,17608,262.375,0,6,1,1,2,1,37.4821428571429,2,13,26,1,1
"66",957,2,33.2758620689655,0,0,13534,21,2,0,4,4,-1,0,21,1,66.551724137931,66.551724137931,1,1
"67",958,3,18,0,0,330963,7.8792,1,0,2,2,-1,0,7.8792,1,54,54,0,1
"68",959,1,47,0,0,113796,42.4,2,0,5,3,-1,0,42.4,2,47,94,0,0
"69",960,1,31,0,0,2543,28.5375,0,0,5,3,3,-1,28.5375,2,31,62,0,0
"70",961,1,60,1,4,19950,263,2,4,4,4,3,-1,52.6,1,60,60,1,1
"71",962,3,24,0,0,382653,7.75,1,0,2,2,-1,0,7.75,1,72,72,0,1
"72",963,3,21,0,0,349211,7.8958,2,0,5,3,-1,0,7.8958,2,63,126,0,0
"73",964,3,29,0,0,3101297,7.925,2,0,2,2,-1,0,7.925,1,87,87,0,1
"74",965,1,28.5,0,0,17562,27.7208,0,0,5,3,4,-1,27.7208,2,28.5,57,0,0
"75",966,1,35,0,0,113503,211.5,0,0,2,2,3,1,211.5,1,35,35,1,1
"76",967,1,32.5,0,0,113503,211.5,0,0,5,3,3,1,211.5,2,32.5,65,0,0
"77",968,3,28.3189102564103,0,0,359306,8.05,2,0,5,3,-1,0,8.05,2,84.9567307692308,169.913461538462,0,0
"78",969,1,55,2,0,11770,25.7,2,2,4,4,3,-1,8.56666666666667,1,55,55,1,1
"79",970,2,30,0,0,248744,13,2,0,5,3,-1,0,13,2,60,120,0,0
"80",971,3,24,0,0,368702,7.75,1,0,2,2,-1,0,7.75,1,72,72,0,1
"81",972,3,6,1,1,2678,15.2458,0,2,1,1,-1,0,5.08193333333333,2,18,36,0,0
"82",973,1,67,1,0,17483,221.7792,2,4,5,3,3,-1,44.35584,2,67,134,0,0
"83",974,1,49,0,0,19924,26,2,0,5,3,-1,0,26,2,49,98,0,0
"84",975,3,28.3189102564103,0,0,349238,7.8958,2,0,5,3,-1,0,7.8958,2,84.9567307692308,169.913461538462,0,0
"85",976,2,32.8379310344828,0,0,240261,10.7083,1,0,5,3,-1,0,10.7083,2,65.6758620689655,131.351724137931,0,0
"86",977,3,28.3189102564103,1,0,2660,14.4542,0,4,5,3,-1,0,2.89084,2,84.9567307692308,169.913461538462,0,0
"87",978,3,27,0,0,330844,7.8792,1,0,2,2,-1,0,7.8792,1,81,81,0,1
"88",979,3,18,0,0,31416,8.05,2,0,2,2,-1,0,8.05,1,54,54,0,1
"89",980,3,17.3608737864078,0,0,364856,7.75,1,0,9,2,-1,0,7.75,1,52.0826213592233,52.0826213592233,0,0
"90",981,2,2,1,1,29103,23,2,4,1,1,-1,0,4.6,2,4,8,1,1
"91",982,3,22,1,0,347072,13.9,2,4,4,4,-1,0,2.78,1,66,66,0,0
"92",983,3,28.3189102564103,0,0,345498,7.775,2,0,5,3,-1,0,7.775,2,84.9567307692308,169.913461538462,0,0
"93",984,1,27,1,2,12750,52,2,2,4,4,2,-1,17.3333333333333,1,27,27,1,1
"94",985,3,28.3189102564103,0,0,376563,8.05,2,0,5,3,-1,0,8.05,2,84.9567307692308,169.913461538462,0,0
"95",986,1,25,0,0,13905,26,0,0,5,3,-1,0,26,2,25,50,0,0
"96",987,3,25,0,0,350033,7.7958,2,0,5,3,-1,0,7.7958,2,75,150,0,0
"97",988,1,76,1,0,19877,78.85,2,2,4,4,3,1,26.2833333333333,1,76,76,1,1
"98",989,3,29,0,0,3101268,7.925,2,0,5,3,-1,0,7.925,2,87,174,0,0
"99",990,3,20,0,0,347471,7.8542,2,0,2,2,-1,0,7.8542,1,60,60,0,1
"100",991,3,33,0,0,3338,8.05,2,0,5,3,-1,0,8.05,2,99,198,0,0
"101",992,1,43,1,0,11778,55.4417,0,4,4,4,3,1,11.08834,1,43,43,1,1
"102",993,2,27,1,0,228414,26,2,2,5,3,-1,0,8.66666666666667,2,54,108,0,0
"103",994,3,28.3189102564103,0,0,365235,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"104",995,3,26,0,0,347070,7.775,2,0,5,3,-1,0,7.775,2,78,156,0,0
"105",996,3,16,1,1,2625,8.5167,0,4,4,4,-1,0,1.70334,1,48,48,0,0
"106",997,3,28,0,0,4001,22.525,2,0,5,3,-1,0,22.525,2,84,168,0,0
"107",998,3,21,0,0,330920,7.8208,1,0,5,3,-1,0,7.8208,2,63,126,0,0
"108",999,3,28.3189102564103,0,0,383162,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"109",1000,3,28.3189102564103,0,0,3410,8.7125,2,0,5,3,-1,0,8.7125,2,84.9567307692308,169.913461538462,0,0
"110",1001,2,18.5,0,0,248734,13,2,0,5,3,6,0,13,2,37,74,0,0
"111",1002,2,41,0,0,237734,15.0458,0,0,5,3,-1,0,15.0458,2,82,164,0,0
"112",1003,3,17.3608737864078,0,0,330968,7.7792,1,0,2,2,-1,0,7.7792,1,52.0826213592233,52.0826213592233,0,1
"113",1004,1,36,0,0,17531,31.6792,0,0,2,2,1,-1,31.6792,1,36,36,1,1
"114",1005,3,18.5,0,0,329944,7.2833,1,0,2,2,-1,0,7.2833,1,55.5,55.5,0,1
"115",1006,1,63,1,0,17483,221.7792,2,4,4,4,3,-1,44.35584,1,63,63,1,1
"116",1007,3,18,1,0,2680,14.4542,0,2,5,3,-1,0,4.81806666666667,2,54,108,0,0
"117",1008,3,28.3189102564103,0,0,2681,6.4375,0,4,5,3,-1,0,1.2875,2,84.9567307692308,169.913461538462,0,0
"118",1009,3,1,1,1,9549,16.7,2,2,2,2,8,1,5.56666666666667,1,3,3,0,1
"119",1010,1,36,0,0,13050,75.2417,0,0,5,3,3,1,75.2417,2,36,72,0,0
"120",1011,2,29,1,0,29037,26,2,2,4,4,-1,0,8.66666666666667,1,58,58,1,1
"121",1012,2,12,0,0,33595,15.75,2,0,2,2,-1,0,15.75,1,24,24,1,1
"122",1013,3,28.3189102564103,1,0,367227,7.75,1,2,5,3,-1,0,2.58333333333333,2,84.9567307692308,169.913461538462,0,0
"123",1014,1,35,1,0,13236,57.75,0,2,4,4,3,1,19.25,1,35,35,1,1
"124",1015,3,28,0,0,392095,7.25,2,0,5,3,-1,0,7.25,2,84,168,0,0
"125",1016,3,28.3189102564103,0,0,368783,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"126",1017,3,17,0,1,371362,16.1,2,2,2,2,-1,0,5.36666666666667,1,51,51,0,1
"127",1018,3,22,0,0,350045,7.7958,2,0,5,3,-1,0,7.7958,2,66,132,0,0
"128",1019,3,17.3608737864078,2,0,367226,23.25,1,2,2,2,-1,0,7.75,1,52.0826213592233,52.0826213592233,0,0
"129",1020,2,42,0,0,211535,13,2,0,5,3,-1,0,13,2,84,168,0,0
"130",1021,3,24,0,0,342441,8.05,2,0,5,3,-1,0,8.05,2,72,144,0,0
"131",1022,3,32,0,0,369943,8.05,2,0,5,3,-1,0,8.05,2,96,192,0,0
"132",1023,1,53,0,0,113780,28.5,0,0,10,3,3,-1,28.5,2,53,106,0,0
"133",1024,3,32.3265306122449,0,4,4133,25.4667,2,2,4,4,-1,0,8.4889,1,96.9795918367347,96.9795918367347,0,0
"134",1025,3,28.3189102564103,1,0,2621,6.4375,0,4,5,3,-1,0,1.2875,2,84.9567307692308,169.913461538462,0,0
"135",1026,3,43,0,0,349226,7.8958,2,0,5,3,-1,0,7.8958,2,129,258,0,0
"136",1027,3,24,0,0,350409,7.8542,2,0,5,3,-1,0,7.8542,2,72,144,0,0
"137",1028,3,26.5,0,0,2656,7.225,0,0,5,3,-1,0,7.225,2,79.5,159,0,0
"138",1029,2,26,0,0,248659,13,2,0,5,3,-1,0,13,2,52,104,0,0
"139",1030,3,23,0,0,392083,8.05,2,0,2,2,-1,0,8.05,1,69,69,0,1
"140",1031,3,40,1,6,2144,46.9,2,4,5,3,-1,0,9.38,2,120,240,0,0
"141",1032,3,10,5,2,2144,46.9,2,4,2,2,-1,0,9.38,1,30,30,0,0
"142",1033,1,33,0,0,113781,151.55,2,0,2,2,-1,0,151.55,1,33,33,1,1
"143",1034,1,61,1,3,17608,262.375,0,6,5,3,2,1,37.4821428571429,2,61,122,0,0
"144",1035,2,28,0,0,244358,26,2,0,5,3,-1,0,26,2,56,112,0,0
"145",1036,1,42,0,0,17475,26.55,2,0,5,3,-1,0,26.55,2,42,84,0,0
"146",1037,3,31,3,0,345763,18,2,2,5,3,-1,0,6,2,93,186,0,0
"147",1038,1,42.1013986013986,0,0,17463,51.8625,2,0,5,3,5,1,51.8625,2,42.1013986013986,84.2027972027972,0,0
"148",1039,3,22,0,0,23568,8.05,2,4,5,3,-1,0,1.61,2,66,132,0,0
"149",1040,1,42.1013986013986,0,0,113791,26.55,2,0,5,3,-1,0,26.55,2,42.1013986013986,84.2027972027972,0,0
"150",1041,2,30,1,1,250651,26,2,2,7,3,-1,0,8.66666666666667,2,60,120,0,0
"151",1042,1,23,0,1,11767,83.1583,0,2,4,4,3,1,27.7194333333333,1,23,23,1,1
"152",1043,3,28.3189102564103,0,0,349255,7.8958,0,0,5,3,-1,0,7.8958,2,84.9567307692308,169.913461538462,0,0
"153",1044,3,60.5,0,0,3701,13.3784732954545,2,0,5,3,-1,0,13.3784732954545,2,181.5,363,0,0
"154",1045,3,36,0,2,350405,12.1833,2,4,4,4,-1,0,2.43666,1,108,108,0,0
"155",1046,3,13,4,2,347077,31.3875,2,6,1,1,-1,0,4.48392857142857,2,39,78,0,0
"156",1047,3,24,0,0,752,7.55,2,0,5,3,-1,0,7.55,2,72,144,0,0
"157",1048,1,29,0,0,17483,221.7792,2,0,2,2,3,-1,221.7792,1,29,29,1,1
"158",1049,3,23,0,0,347469,7.8542,2,0,2,2,-1,0,7.8542,1,69,69,0,1
"159",1050,1,42,0,0,110489,26.55,2,0,5,3,4,1,26.55,2,42,84,0,0
"160",1051,3,26,0,2,3101315,13.775,2,6,4,4,-1,0,1.96785714285714,1,78,78,0,0
"161",1052,3,17.3608737864078,0,0,335432,7.7333,1,0,2,2,-1,0,7.7333,1,52.0826213592233,52.0826213592233,0,1
"162",1053,3,7,1,1,2650,15.2458,0,4,1,1,-1,0,3.04916,2,21,42,0,0
"163",1054,2,26,0,0,220844,13.5,2,0,2,2,-1,0,13.5,1,52,52,1,1
"164",1055,3,28.3189102564103,0,0,343271,7,2,0,5,3,-1,0,7,2,84.9567307692308,169.913461538462,0,0
"165",1056,2,41,0,0,237393,13,2,0,7,3,-1,0,13,2,82,164,0,0
"166",1057,3,26,1,1,315153,22.025,2,4,4,4,-1,0,4.405,1,78,78,0,0
"167",1058,1,48,0,0,17591,50.4958,0,0,5,3,2,1,50.4958,2,48,96,0,0
"168",1059,3,18,2,2,6608,34.375,2,2,5,3,-1,0,11.4583333333333,2,54,108,0,0
"169",1060,1,42.7894736842105,0,0,17770,27.7208,0,0,4,4,-1,0,27.7208,1,42.7894736842105,42.7894736842105,1,1
"170",1061,3,22,0,0,7548,8.9625,2,0,2,2,-1,0,8.9625,1,66,66,0,1
"171",1062,3,28.3189102564103,0,0,251,7.55,2,0,5,3,-1,0,7.55,2,84.9567307692308,169.913461538462,0,0
"172",1063,3,27,0,0,2670,7.225,0,0,5,3,-1,0,7.225,2,81,162,0,0
"173",1064,3,23,1,0,347072,13.9,2,4,5,3,-1,0,2.78,2,69,138,0,0
"174",1065,3,28.3189102564103,0,0,2673,7.2292,0,0,5,3,-1,0,7.2292,2,84.9567307692308,169.913461538462,0,0
"175",1066,3,40,1,5,347077,31.3875,2,6,5,3,-1,0,4.48392857142857,2,120,240,0,0
"176",1067,2,15,0,2,29750,39,2,2,2,2,-1,0,13,1,30,30,1,1
"177",1068,2,20,0,0,33112,36.75,2,0,2,2,-1,0,36.75,1,40,40,1,1
"178",1069,1,54,1,0,11778,55.4417,0,4,5,3,3,1,11.08834,2,54,108,0,0
"179",1070,2,36,0,3,230136,39,2,4,4,4,6,1,7.8,1,72,72,1,1
"180",1071,1,64,0,2,17756,83.1583,0,4,4,4,5,-1,16.63166,1,64,64,1,1
"181",1072,2,30,0,0,233478,13,2,0,5,3,-1,0,13,2,60,120,0,0
"182",1073,1,37,1,1,17756,83.1583,0,4,5,3,5,1,16.63166,2,37,74,0,0
"183",1074,1,18,1,0,113773,53.1,2,2,4,4,4,1,17.7,1,18,18,1,1
"184",1075,3,28.3189102564103,0,0,7935,7.75,1,0,5,3,-1,0,7.75,2,84.9567307692308,169.913461538462,0,0
"185",1076,1,27,1,1,17558,247.5208,0,4,4,4,2,1,49.50416,1,27,27,1,1
"186",1077,2,40,0,0,239059,16,2,0,5,3,-1,0,16,2,80,160,0,0
"187",1078,2,21,0,1,2,21,2,4,2,2,-1,0,4.2,1,42,42,1,1
"188",1079,3,17,2,0,48873,8.05,2,4,5,3,-1,0,1.61,2,51,102,0,0
"189",1080,3,14.5,8,2,2343,69.55,2,8,2,2,-1,0,7.72777777777778,1,43.5,43.5,0,0
"190",1081,2,40,0,0,28221,13,2,0,5,3,-1,0,13,2,80,160,0,0
"191",1082,2,34,1,0,226875,26,2,2,5,3,-1,0,8.66666666666667,2,68,136,0,0
"192",1083,1,42.1013986013986,0,0,111163,26,2,0,5,3,-1,0,26,2,42.1013986013986,84.2027972027972,0,0
"193",1084,3,11.5,1,1,851,14.5,2,4,1,1,-1,0,2.9,2,34.5,69,0,0
"194",1085,2,61,0,0,235509,12.35,1,0,5,3,-1,0,12.35,2,122,244,0,0
"195",1086,2,8,0,2,28220,32.5,2,4,1,1,-1,0,6.5,2,16,32,1,1
"196",1087,3,33,0,0,347465,7.8542,2,0,5,3,-1,0,7.8542,2,99,198,0,0
"197",1088,1,6,0,2,16966,134.5,0,4,1,1,5,1,26.9,2,6,12,1,1
"198",1089,3,18,0,0,347066,7.775,2,0,2,2,-1,0,7.775,1,54,54,0,1
"199",1090,2,23,0,0,31030,10.5,2,0,5,3,-1,0,10.5,2,46,92,0,0
"200",1091,3,32.3265306122449,0,0,65305,8.1125,2,0,4,4,-1,0,8.1125,1,96.9795918367347,96.9795918367347,0,0
"201",1092,3,17.3608737864078,0,0,36568,15.5,1,0,2,2,-1,0,15.5,1,52.0826213592233,52.0826213592233,0,1
"202",1093,3,0.33,0,2,347080,14.4,2,2,1,1,-1,0,4.8,2,0.99,1.98,0,1
"203",1094,1,47,1,0,17757,227.525,0,2,10,3,3,1,75.8416666666667,2,47,94,0,0
"204",1095,2,8,1,1,26360,26,2,2,2,2,-1,0,8.66666666666667,1,16,16,1,1
"205",1096,2,25,0,0,34050,10.5,2,0,5,3,-1,0,10.5,2,50,100,0,0
"206",1097,1,42.1013986013986,0,0,12998,25.7417,0,0,5,3,-1,0,25.7417,2,42.1013986013986,84.2027972027972,0,0
"207",1098,3,35,0,0,9232,7.75,1,0,2,2,-1,0,7.75,1,105,105,0,1
"208",1099,2,24,0,0,28034,10.5,2,0,5,3,-1,0,10.5,2,48,96,0,0
