PassengerId,Pclass,Age,SibSp,Parch,Ticket,Fare,Embarked,Family_Size,Title,Title_Mr,Deck,Side,Fare_Per_Person,Gender,AgeClass,AgeGenderClass,Protocole
892,3,34.5,0,0,330911,7.8292,1,0,5,3,-1,0,7.8292,2,103.5,207.0,0
893,3,47.0,1,0,363272,7.0,2,2,4,4,-1,0,2.3333333333333335,1,141.0,141.0,0
894,2,62.0,0,0,240276,9.6875,1,0,5,3,-1,0,9.6875,2,124.0,248.0,0
895,3,27.0,0,0,315154,8.6625,2,0,5,3,-1,0,8.6625,2,81.0,162.0,0
896,3,22.0,1,1,3101298,12.2875,2,2,4,4,-1,0,4.095833333333333,1,66.0,66.0,0
897,3,14.0,0,0,7538,9.225,2,0,5,3,-1,0,9.225,2,42.0,84.0,0
898,3,30.0,0,0,330972,7.6292,1,0,2,2,-1,0,7.6292,1,90.0,90.0,0
899,2,26.0,1,1,248738,29.0,2,2,5,3,-1,0,9.666666666666666,2,52.0,104.0,0
900,3,18.0,0,0,2657,7.2292,0,0,4,4,-1,0,7.2292,1,54.0,54.0,0
901,3,21.0,2,0,48871,24.15,2,4,5,3,-1,0,4.83,2,63.0,126.0,0
902,3,28.318910256410255,0,0,349220,7.8958,2,0,5,3,-1,0,7.8958,2,84.95673076923077,169.91346153846155,0
903,1,46.0,0,0,694,26.0,2,0,5,3,-1,0,26.0,2,46.0,92.0,0
904,1,23.0,1,0,21228,82.2667,2,4,4,4,2,-1,16.45334,1,23.0,23.0,1
905,2,63.0,1,0,24065,26.0,2,4,5,3,-1,0,5.2,2,126.0,252.0,0
906,1,47.0,1,0,5734,61.175,2,2,4,4,5,-1,20.391666666666666,1,47.0,47.0,1
907,2,24.0,1,0,2167,27.7208,0,2,4,4,-1,0,9.240266666666667,1,48.0,48.0,1
908,2,35.0,0,0,233734,12.35,1,0,5,3,-1,0,12.35,2,70.0,140.0,0
909,3,21.0,0,0,2692,7.225,0,0,5,3,-1,0,7.225,2,63.0,126.0,0
910,3,27.0,1,0,3101270,7.925,2,2,2,2,-1,0,2.6416666666666666,1,81.0,81.0,0
911,3,45.0,0,0,2696,7.225,0,0,4,4,-1,0,7.225,1,135.0,135.0,0
912,1,55.0,1,0,17603,59.4,0,2,5,3,-1,0,19.8,2,55.0,110.0,0
913,3,9.0,0,1,17368,3.1708,2,2,1,1,-1,0,1.0569333333333333,2,27.0,54.0,0
914,1,42.78947368421053,0,0,17598,31.6833,2,0,4,4,-1,0,31.6833,1,42.78947368421053,42.78947368421053,1
915,1,21.0,0,1,17597,61.3792,0,2,5,3,-1,0,20.459733333333332,2,21.0,42.0,0
916,1,48.0,1,3,17608,262.375,0,6,4,4,2,1,37.482142857142854,1,48.0,48.0,1
917,3,50.0,1,0,3337,14.5,2,2,5,3,-1,0,4.833333333333333,2,150.0,300.0,0
918,1,22.0,0,1,113509,61.9792,0,2,2,2,2,1,20.65973333333333,1,22.0,22.0,1
919,3,22.5,0,0,2698,7.225,0,0,5,3,-1,0,7.225,2,67.5,135.0,0
920,1,41.0,0,0,113054,30.5,2,0,5,3,1,-1,30.5,2,41.0,82.0,0
921,3,28.318910256410255,2,0,2662,21.6792,0,4,5,3,-1,0,4.33584,2,84.95673076923077,169.91346153846155,0
922,2,50.0,1,0,3085,26.0,2,2,5,3,-1,0,8.666666666666666,2,100.0,200.0,0
923,2,24.0,2,0,31029,31.5,2,4,5,3,-1,0,6.3,2,48.0,96.0,0
924,3,33.0,1,2,2315,20.575,2,4,4,4,-1,0,4.115,1,99.0,99.0,0
925,3,32.326530612244895,1,2,6607,23.45,2,4,4,4,-1,0,4.6899999999999995,1,96.97959183673468,96.97959183673468,0
926,1,30.0,1,0,13236,57.75,0,2,5,3,3,1,19.25,2,30.0,60.0,0
927,3,18.5,0,0,2682,7.2292,0,0,5,3,-1,0,7.2292,2,55.5,111.0,0
928,3,17.36087378640777,0,0,342712,8.05,2,0,2,2,-1,0,8.05,1,52.08262135922331,52.08262135922331,0
929,3,21.0,0,0,315087,8.6625,2,0,2,2,-1,0,8.6625,1,63.0,63.0,0
930,3,25.0,0,0,345768,9.5,2,0,5,3,-1,0,9.5,2,75.0,150.0,0
931,3,28.318910256410255,0,0,1601,56.4958,2,0,5,3,-1,0,56.4958,2,84.95673076923077,169.91346153846155,0
932,3,39.0,0,1,349256,13.4167,0,2,5,3,-1,0,4.4722333333333335,2,117.0,234.0,0
933,1,42.1013986013986,0,0,113778,26.55,2,0,5,3,4,1,26.55,2,42.1013986013986,84.2027972027972,0
934,3,41.0,0,0,3101263,7.85,2,0,5,3,-1,0,7.85,2,123.0,246.0,0
935,2,30.0,0,0,237249,13.0,2,0,4,4,-1,0,13.0,1,60.0,60.0,1
936,1,45.0,1,0,11753,52.5542,2,2,4,4,4,-1,17.518066666666666,1,45.0,45.0,1
937,3,25.0,0,0,3101291,7.925,2,0,5,3,-1,0,7.925,2,75.0,150.0,0
938,1,45.0,0,0,17594,29.7,0,0,5,3,1,-1,29.7,2,45.0,90.0,0
939,3,28.318910256410255,0,0,370374,7.75,1,0,5,3,-1,0,7.75,2,84.95673076923077,169.91346153846155,0
940,1,60.0,0,0,11813,76.2917,0,0,4,4,4,-1,76.2917,1,60.0,60.0,1
941,3,36.0,0,2,37671,15.9,2,2,4,4,-1,0,5.3,1,108.0,108.0,0
942,1,24.0,1,0,13695,60.0,2,4,5,3,3,-1,12.0,2,24.0,48.0,0
943,2,27.0,0,0,2168,15.0333,0,0,5,3,-1,0,15.0333,2,54.0,108.0,0
944,2,20.0,2,1,29105,23.0,2,2,2,2,-1,0,7.666666666666667,1,40.0,40.0,1
945,1,28.0,3,2,19950,263.0,2,4,2,2,3,-1,52.6,1,28.0,28.0,1
946,2,32.83793103448276,0,0,2861,15.5792,0,0,5,3,-1,0,15.5792,2,65.67586206896551,131.35172413793103,0
947,3,10.0,4,1,382652,29.125,1,2,1,1,-1,0,9.708333333333334,2,30.0,60.0,0
948,3,35.0,0,0,349230,7.8958,2,0,5,3,-1,0,7.8958,2,105.0,210.0,0
949,3,25.0,0,0,348122,7.65,2,0,5,3,6,-1,7.65,2,75.0,150.0,0
950,3,28.318910256410255,1,0,386525,16.1,2,2,5,3,-1,0,5.366666666666667,2,84.95673076923077,169.91346153846155,0
951,1,36.0,0,0,17608,262.375,0,0,2,2,2,-1,262.375,1,36.0,36.0,1
952,3,17.0,0,0,349232,7.8958,2,0,5,3,-1,0,7.8958,2,51.0,102.0,0
953,2,32.0,0,0,237216,13.5,2,0,5,3,-1,0,13.5,2,64.0,128.0,0
954,3,18.0,0,0,347090,7.75,2,0,5,3,-1,0,7.75,2,54.0,108.0,0
955,3,22.0,0,0,334914,7.725,1,0,2,2,-1,0,7.725,1,66.0,66.0,0
956,1,13.0,2,2,17608,262.375,0,6,1,1,2,1,37.482142857142854,2,13.0,26.0,1
957,2,33.275862068965516,0,0,13534,21.0,2,0,4,4,-1,0,21.0,1,66.55172413793103,66.55172413793103,1
958,3,18.0,0,0,330963,7.8792,1,0,2,2,-1,0,7.8792,1,54.0,54.0,0
959,1,47.0,0,0,113796,42.4,2,0,5,3,-1,0,42.4,2,47.0,94.0,0
960,1,31.0,0,0,2543,28.5375,0,0,5,3,3,-1,28.5375,2,31.0,62.0,0
961,1,60.0,1,4,19950,263.0,2,4,4,4,3,-1,52.6,1,60.0,60.0,1
962,3,24.0,0,0,382653,7.75,1,0,2,2,-1,0,7.75,1,72.0,72.0,0
963,3,21.0,0,0,349211,7.8958,2,0,5,3,-1,0,7.8958,2,63.0,126.0,0
964,3,29.0,0,0,3101297,7.925,2,0,2,2,-1,0,7.925,1,87.0,87.0,0
965,1,28.5,0,0,17562,27.7208,0,0,5,3,4,-1,27.7208,2,28.5,57.0,0
966,1,35.0,0,0,113503,211.5,0,0,2,2,3,1,211.5,1,35.0,35.0,1
967,1,32.5,0,0,113503,211.5,0,0,5,3,3,1,211.5,2,32.5,65.0,0
968,3,28.318910256410255,0,0,359306,8.05,2,0,5,3,-1,0,8.05,2,84.95673076923077,169.91346153846155,0
969,1,55.0,2,0,11770,25.7,2,2,4,4,3,-1,8.566666666666666,1,55.0,55.0,1
970,2,30.0,0,0,248744,13.0,2,0,5,3,-1,0,13.0,2,60.0,120.0,0
971,3,24.0,0,0,368702,7.75,1,0,2,2,-1,0,7.75,1,72.0,72.0,0
972,3,6.0,1,1,2678,15.2458,0,2,1,1,-1,0,5.081933333333333,2,18.0,36.0,0
973,1,67.0,1,0,17483,221.7792,2,4,5,3,3,-1,44.35584,2,67.0,134.0,0
974,1,49.0,0,0,19924,26.0,2,0,5,3,-1,0,26.0,2,49.0,98.0,0
975,3,28.318910256410255,0,0,349238,7.8958,2,0,5,3,-1,0,7.8958,2,84.95673076923077,169.91346153846155,0
976,2,32.83793103448276,0,0,240261,10.7083,1,0,5,3,-1,0,10.7083,2,65.67586206896551,131.35172413793103,0
977,3,28.318910256410255,1,0,2660,14.4542,0,4,5,3,-1,0,2.89084,2,84.95673076923077,169.91346153846155,0
978,3,27.0,0,0,330844,7.8792,1,0,2,2,-1,0,7.8792,1,81.0,81.0,0
979,3,18.0,0,0,31416,8.05,2,0,2,2,-1,0,8.05,1,54.0,54.0,0
980,3,17.36087378640777,0,0,364856,7.75,1,0,9,2,-1,0,7.75,1,52.08262135922331,52.08262135922331,0
981,2,2.0,1,1,29103,23.0,2,4,1,1,-1,0,4.6,2,4.0,8.0,1
982,3,22.0,1,0,347072,13.9,2,4,4,4,-1,0,2.7800000000000002,1,66.0,66.0,0
983,3,28.318910256410255,0,0,345498,7.775,2,0,5,3,-1,0,7.775,2,84.95673076923077,169.91346153846155,0
984,1,27.0,1,2,12750,52.0,2,2,4,4,2,-1,17.333333333333332,1,27.0,27.0,1
985,3,28.318910256410255,0,0,376563,8.05,2,0,5,3,-1,0,8.05,2,84.95673076923077,169.91346153846155,0
986,1,25.0,0,0,13905,26.0,0,0,5,3,-1,0,26.0,2,25.0,50.0,0
987,3,25.0,0,0,350033,7.7958,2,0,5,3,-1,0,7.7958,2,75.0,150.0,0
988,1,76.0,1,0,19877,78.85,2,2,4,4,3,1,26.28333333333333,1,76.0,76.0,1
989,3,29.0,0,0,3101268,7.925,2,0,5,3,-1,0,7.925,2,87.0,174.0,0
990,3,20.0,0,0,347471,7.8542,2,0,2,2,-1,0,7.8542,1,60.0,60.0,0
991,3,33.0,0,0,3338,8.05,2,0,5,3,-1,0,8.05,2,99.0,198.0,0
992,1,43.0,1,0,11778,55.4417,0,4,4,4,3,1,11.088339999999999,1,43.0,43.0,1
993,2,27.0,1,0,228414,26.0,2,2,5,3,-1,0,8.666666666666666,2,54.0,108.0,0
994,3,28.318910256410255,0,0,365235,7.75,1,0,5,3,-1,0,7.75,2,84.95673076923077,169.91346153846155,0
995,3,26.0,0,0,347070,7.775,2,0,5,3,-1,0,7.775,2,78.0,156.0,0
996,3,16.0,1,1,2625,8.5167,0,4,4,4,-1,0,1.70334,1,48.0,48.0,0
997,3,28.0,0,0,4001,22.525,2,0,5,3,-1,0,22.525,2,84.0,168.0,0
998,3,21.0,0,0,330920,7.8208,1,0,5,3,-1,0,7.8208,2,63.0,126.0,0
999,3,28.318910256410255,0,0,383162,7.75,1,0,5,3,-1,0,7.75,2,84.95673076923077,169.91346153846155,0
1000,3,28.318910256410255,0,0,3410,8.7125,2,0,5,3,-1,0,8.7125,2,84.95673076923077,169.91346153846155,0
1001,2,18.5,0,0,248734,13.0,2,0,5,3,6,0,13.0,2,37.0,74.0,0
1002,2,41.0,0,0,237734,15.0458,0,0,5,3,-1,0,15.0458,2,82.0,164.0,0
1003,3,17.36087378640777,0,0,330968,7.7792,1,0,2,2,-1,0,7.7792,1,52.08262135922331,52.08262135922331,0
1004,1,36.0,0,0,17531,31.6792,0,0,2,2,1,-1,31.6792,1,36.0,36.0,1
1005,3,18.5,0,0,329944,7.2833,1,0,2,2,-1,0,7.2833,1,55.5,55.5,0
1006,1,63.0,1,0,17483,221.7792,2,4,4,4,3,-1,44.35584,1,63.0,63.0,1
1007,3,18.0,1,0,2680,14.4542,0,2,5,3,-1,0,4.818066666666667,2,54.0,108.0,0
1008,3,28.318910256410255,0,0,2681,6.4375,0,4,5,3,-1,0,1.2875,2,84.95673076923077,169.91346153846155,0
1009,3,1.0,1,1,9549,16.7,2,2,2,2,8,1,5.566666666666666,1,3.0,3.0,0
1010,1,36.0,0,0,13050,75.2417,0,0,5,3,3,1,75.2417,2,36.0,72.0,0
1011,2,29.0,1,0,29037,26.0,2,2,4,4,-1,0,8.666666666666666,1,58.0,58.0,1
1012,2,12.0,0,0,33595,15.75,2,0,2,2,-1,0,15.75,1,24.0,24.0,1
1013,3,28.318910256410255,1,0,367227,7.75,1,2,5,3,-1,0,2.5833333333333335,2,84.95673076923077,169.91346153846155,0
1014,1,35.0,1,0,13236,57.75,0,2,4,4,3,1,19.25,1,35.0,35.0,1
1015,3,28.0,0,0,392095,7.25,2,0,5,3,-1,0,7.25,2,84.0,168.0,0
1016,3,28.318910256410255,0,0,368783,7.75,1,0,5,3,-1,0,7.75,2,84.95673076923077,169.91346153846155,0
1017,3,17.0,0,1,371362,16.1,2,2,2,2,-1,0,5.366666666666667,1,51.0,51.0,0
1018,3,22.0,0,0,350045,7.7958,2,0,5,3,-1,0,7.7958,2,66.0,132.0,0
1019,3,17.36087378640777,2,0,367226,23.25,1,2,2,2,-1,0,7.75,1,52.08262135922331,52.08262135922331,0
1020,2,42.0,0,0,211535,13.0,2,0,5,3,-1,0,13.0,2,84.0,168.0,0
1021,3,24.0,0,0,342441,8.05,2,0,5,3,-1,0,8.05,2,72.0,144.0,0
1022,3,32.0,0,0,369943,8.05,2,0,5,3,-1,0,8.05,2,96.0,192.0,0
1023,1,53.0,0,0,113780,28.5,0,0,10,3,3,-1,28.5,2,53.0,106.0,0
1024,3,32.326530612244895,0,4,4133,25.4667,2,2,4,4,-1,0,8.4889,1,96.97959183673468,96.97959183673468,0
1025,3,28.318910256410255,1,0,2621,6.4375,0,4,5,3,-1,0,1.2875,2,84.95673076923077,169.91346153846155,0
1026,3,43.0,0,0,349226,7.8958,2,0,5,3,-1,0,7.8958,2,129.0,258.0,0
1027,3,24.0,0,0,350409,7.8542,2,0,5,3,-1,0,7.8542,2,72.0,144.0,0
1028,3,26.5,0,0,2656,7.225,0,0,5,3,-1,0,7.225,2,79.5,159.0,0
1029,2,26.0,0,0,248659,13.0,2,0,5,3,-1,0,13.0,2,52.0,104.0,0
1030,3,23.0,0,0,392083,8.05,2,0,2,2,-1,0,8.05,1,69.0,69.0,0
1031,3,40.0,1,6,2144,46.9,2,4,5,3,-1,0,9.379999999999999,2,120.0,240.0,0
1032,3,10.0,5,2,2144,46.9,2,4,2,2,-1,0,9.379999999999999,1,30.0,30.0,0
1033,1,33.0,0,0,113781,151.55,2,0,2,2,-1,0,151.55,1,33.0,33.0,1
1034,1,61.0,1,3,17608,262.375,0,6,5,3,2,1,37.482142857142854,2,61.0,122.0,0
1035,2,28.0,0,0,244358,26.0,2,0,5,3,-1,0,26.0,2,56.0,112.0,0
1036,1,42.0,0,0,17475,26.55,2,0,5,3,-1,0,26.55,2,42.0,84.0,0
1037,3,31.0,3,0,345763,18.0,2,2,5,3,-1,0,6.0,2,93.0,186.0,0
1038,1,42.1013986013986,0,0,17463,51.8625,2,0,5,3,5,1,51.8625,2,42.1013986013986,84.2027972027972,0
1039,3,22.0,0,0,23568,8.05,2,4,5,3,-1,0,1.61,2,66.0,132.0,0
1040,1,42.1013986013986,0,0,113791,26.55,2,0,5,3,-1,0,26.55,2,42.1013986013986,84.2027972027972,0
1041,2,30.0,1,1,250651,26.0,2,2,7,3,-1,0,8.666666666666666,2,60.0,120.0,0
1042,1,23.0,0,1,11767,83.1583,0,2,4,4,3,1,27.71943333333333,1,23.0,23.0,1
1043,3,28.318910256410255,0,0,349255,7.8958,0,0,5,3,-1,0,7.8958,2,84.95673076923077,169.91346153846155,0
1044,3,60.5,0,0,3701,13.378473295454542,2,0,5,3,-1,0,13.378473295454542,2,181.5,363.0,0
1045,3,36.0,0,2,350405,12.1833,2,4,4,4,-1,0,2.43666,1,108.0,108.0,0
1046,3,13.0,4,2,347077,31.3875,2,6,1,1,-1,0,4.483928571428572,2,39.0,78.0,0
1047,3,24.0,0,0,752,7.55,2,0,5,3,-1,0,7.55,2,72.0,144.0,0
1048,1,29.0,0,0,17483,221.7792,2,0,2,2,3,-1,221.7792,1,29.0,29.0,1
1049,3,23.0,0,0,347469,7.8542,2,0,2,2,-1,0,7.8542,1,69.0,69.0,0
1050,1,42.0,0,0,110489,26.55,2,0,5,3,4,1,26.55,2,42.0,84.0,0
1051,3,26.0,0,2,3101315,13.775,2,6,4,4,-1,0,1.967857142857143,1,78.0,78.0,0
1052,3,17.36087378640777,0,0,335432,7.7333,1,0,2,2,-1,0,7.7333,1,52.08262135922331,52.08262135922331,0
1053,3,7.0,1,1,2650,15.2458,0,4,1,1,-1,0,3.0491599999999996,2,21.0,42.0,0
1054,2,26.0,0,0,220844,13.5,2,0,2,2,-1,0,13.5,1,52.0,52.0,1
1055,3,28.318910256410255,0,0,343271,7.0,2,0,5,3,-1,0,7.0,2,84.95673076923077,169.91346153846155,0
1056,2,41.0,0,0,237393,13.0,2,0,7,3,-1,0,13.0,2,82.0,164.0,0
1057,3,26.0,1,1,315153,22.025,2,4,4,4,-1,0,4.404999999999999,1,78.0,78.0,0
1058,1,48.0,0,0,17591,50.4958,0,0,5,3,2,1,50.4958,2,48.0,96.0,0
1059,3,18.0,2,2,6608,34.375,2,2,5,3,-1,0,11.458333333333334,2,54.0,108.0,0
1060,1,42.78947368421053,0,0,17770,27.7208,0,0,4,4,-1,0,27.7208,1,42.78947368421053,42.78947368421053,1
1061,3,22.0,0,0,7548,8.9625,2,0,2,2,-1,0,8.9625,1,66.0,66.0,0
1062,3,28.318910256410255,0,0,251,7.55,2,0,5,3,-1,0,7.55,2,84.95673076923077,169.91346153846155,0
1063,3,27.0,0,0,2670,7.225,0,0,5,3,-1,0,7.225,2,81.0,162.0,0
1064,3,23.0,1,0,347072,13.9,2,4,5,3,-1,0,2.7800000000000002,2,69.0,138.0,0
1065,3,28.318910256410255,0,0,2673,7.2292,0,0,5,3,-1,0,7.2292,2,84.95673076923077,169.91346153846155,0
1066,3,40.0,1,5,347077,31.3875,2,6,5,3,-1,0,4.483928571428572,2,120.0,240.0,0
1067,2,15.0,0,2,29750,39.0,2,2,2,2,-1,0,13.0,1,30.0,30.0,1
1068,2,20.0,0,0,33112,36.75,2,0,2,2,-1,0,36.75,1,40.0,40.0,1
1069,1,54.0,1,0,11778,55.4417,0,4,5,3,3,1,11.088339999999999,2,54.0,108.0,0
1070,2,36.0,0,3,230136,39.0,2,4,4,4,6,1,7.8,1,72.0,72.0,1
1071,1,64.0,0,2,17756,83.1583,0,4,4,4,5,-1,16.63166,1,64.0,64.0,1
1072,2,30.0,0,0,233478,13.0,2,0,5,3,-1,0,13.0,2,60.0,120.0,0
1073,1,37.0,1,1,17756,83.1583,0,4,5,3,5,1,16.63166,2,37.0,74.0,0
1074,1,18.0,1,0,113773,53.1,2,2,4,4,4,1,17.7,1,18.0,18.0,1
1075,3,28.318910256410255,0,0,7935,7.75,1,0,5,3,-1,0,7.75,2,84.95673076923077,169.91346153846155,0
1076,1,27.0,1,1,17558,247.5208,0,4,4,4,2,1,49.50416,1,27.0,27.0,1
1077,2,40.0,0,0,239059,16.0,2,0,5,3,-1,0,16.0,2,80.0,160.0,0
1078,2,21.0,0,1,2,21.0,2,4,2,2,-1,0,4.2,1,42.0,42.0,1
1079,3,17.0,2,0,48873,8.05,2,4,5,3,-1,0,1.61,2,51.0,102.0,0
1080,3,14.5,8,2,2343,69.55,2,8,2,2,-1,0,7.727777777777778,1,43.5,43.5,0
1081,2,40.0,0,0,28221,13.0,2,0,5,3,-1,0,13.0,2,80.0,160.0,0
1082,2,34.0,1,0,226875,26.0,2,2,5,3,-1,0,8.666666666666666,2,68.0,136.0,0
1083,1,42.1013986013986,0,0,111163,26.0,2,0,5,3,-1,0,26.0,2,42.1013986013986,84.2027972027972,0
1084,3,11.5,1,1,851,14.5,2,4,1,1,-1,0,2.9,2,34.5,69.0,0
1085,2,61.0,0,0,235509,12.35,1,0,5,3,-1,0,12.35,2,122.0,244.0,0
1086,2,8.0,0,2,28220,32.5,2,4,1,1,-1,0,6.5,2,16.0,32.0,1
1087,3,33.0,0,0,347465,7.8542,2,0,5,3,-1,0,7.8542,2,99.0,198.0,0
1088,1,6.0,0,2,16966,134.5,0,4,1,1,5,1,26.9,2,6.0,12.0,1
1089,3,18.0,0,0,347066,7.775,2,0,2,2,-1,0,7.775,1,54.0,54.0,0
1090,2,23.0,0,0,31030,10.5,2,0,5,3,-1,0,10.5,2,46.0,92.0,0
1091,3,32.326530612244895,0,0,65305,8.1125,2,0,4,4,-1,0,8.1125,1,96.97959183673468,96.97959183673468,0
1092,3,17.36087378640777,0,0,36568,15.5,1,0,2,2,-1,0,15.5,1,52.08262135922331,52.08262135922331,0
1093,3,0.33,0,2,347080,14.4,2,2,1,1,-1,0,4.8,2,0.99,1.98,0
1094,1,47.0,1,0,17757,227.525,0,2,10,3,3,1,75.84166666666667,2,47.0,94.0,0
1095,2,8.0,1,1,26360,26.0,2,2,2,2,-1,0,8.666666666666666,1,16.0,16.0,1
1096,2,25.0,0,0,34050,10.5,2,0,5,3,-1,0,10.5,2,50.0,100.0,0
1097,1,42.1013986013986,0,0,12998,25.7417,0,0,5,3,-1,0,25.7417,2,42.1013986013986,84.2027972027972,0
1098,3,35.0,0,0,9232,7.75,1,0,2,2,-1,0,7.75,1,105.0,105.0,0
1099,2,24.0,0,0,28034,10.5,2,0,5,3,-1,0,10.5,2,48.0,96.0,0
